,date_tag_0,value_tag_0,date_tag_1,value_tag_1,date_tag_2,value_tag_2,date_tag_3,value_tag_3,date_tag_4,value_tag_4
1325,2022-01-24T12:20:13.404,44.0,2022-01-19T12:17:10.018,44.0,2022-01-19T10:49:39.804,76.0,2022-01-17T19:37:38.768,77.0,2022-01-21T15:01:27.073,42.8
1326,2022-01-24T12:42:07.981,44.0,2022-01-19T12:42:10.038,44.0,2022-01-19T11:02:10.056,76.0,2022-01-17T19:37:55.757,76.0,2022-01-21T15:18:13.025,42.9
1327,2022-01-24T12:46:56.441,45.0,2022-01-19T13:07:10.059,44.0,2022-01-19T11:05:48.877,77.0,2022-01-17T19:38:34.772,76.0,2022-01-21T15:20:42.989,43.0
1328,2022-01-24T12:48:59.447,44.0,2022-01-19T13:37:09.984,44.0,2022-01-19T11:06:24.882,77.0,2022-01-17T19:39:16.768,77.0,2022-01-21T15:21:09.025,43.0
1329,2022-01-24T13:17:08.01,44.0,2022-01-19T14:02:10.004,44.0,2022-01-19T11:09:05.89,76.0,2022-01-17T19:57:10.72,77.0,2022-01-21T15:42:43.89,42.9
1330,2022-01-24T13:27:07.618,44.0,2022-01-19T14:27:10.025,44.0,2022-01-19T11:11:46.882,77.0,2022-01-17T20:01:45.671,76.0,2022-01-21T15:50:01.845,42.9
1331,2022-01-24T13:31:42.506,45.0,2022-01-19T14:57:09.95,44.0,2022-01-19T11:14:51.821,76.0,2022-01-17T20:02:51.659,76.0,2022-01-21T16:10:38.843,42.9
1332,2022-01-24T13:34:42.515,44.0,2022-01-19T15:22:09.97,44.0,2022-01-19T11:37:10.085,76.0,2022-01-17T20:11:32.7,76.0,2022-01-21T16:14:13.827,42.9
1333,2022-01-24T14:02:07.547,44.0,2022-01-19T15:47:09.991,44.0,2022-01-19T11:37:28.836,77.0,2022-01-17T20:11:49.688,77.0,2022-01-21T16:36:05.695,42.9
1334,2022-01-24T14:27:07.768,44.0,2022-01-19T16:12:10.012,44.0,2022-01-19T11:37:45.809,76.0,2022-01-17T20:13:07.72,76.0,2022-01-21T16:40:33.657,42.9
1335,2022-01-24T14:52:08.088,44.0,2022-01-19T16:42:09.936,44.0,2022-01-19T11:38:01.799,77.0,2022-01-17T20:13:50.713,76.0,2022-01-21T16:41:50.674,42.9
1336,2022-01-24T15:22:08.013,44.0,2022-01-19T17:07:09.957,44.0,2022-01-19T11:39:56.818,76.0,2022-01-17T20:22:10.741,77.0,2022-01-21T16:53:49.804,43.0
1337,2022-01-24T15:32:07.921,44.0,2022-01-19T17:32:09.978,44.0,2022-01-19T11:57:10.001,76.0,2022-01-17T20:27:10.745,77.0,2022-01-21T16:59:41.835,43.1
1338,2022-01-24T15:36:21.157,45.0,2022-01-19T18:02:09.902,44.0,2022-01-19T12:00:32.739,77.0,2022-01-17T20:30:56.743,76.0,2022-01-21T17:11:30.84,42.9
1339,2022-01-24T15:42:07.93,44.0,2022-01-19T18:27:09.923,44.0,2022-01-19T12:01:00.741,76.0,2022-01-17T20:32:57.768,77.0,2022-01-21T17:40:57.708,42.9
1340,2022-01-24T16:12:07.854,44.0,2022-01-19T18:52:09.944,44.0,2022-01-19T12:07:10.009,76.0,2022-01-17T20:34:35.736,76.0,2022-01-21T17:47:08.646,42.9
1341,2022-01-24T16:42:07.779,44.0,2022-01-19T19:17:09.964,44.0,2022-01-19T12:08:24.749,77.0,2022-01-17T20:35:06.717,77.0,2022-01-21T18:06:54.669,42.9
1342,2022-01-24T17:07:07.8,44.0,2022-01-19T19:47:09.889,44.0,2022-01-19T12:08:44.748,77.0,2022-01-17T20:36:16.715,76.0,2022-01-21T18:19:07.637,42.9
1343,2022-01-24T17:32:07.82,44.0,2022-01-19T20:12:09.91,44.0,2022-01-19T12:13:36.703,76.0,2022-01-17T20:42:10.757,76.0,2022-01-21T18:25:50.57,43.0
1344,2022-01-24T17:42:07.829,44.0,2022-01-19T20:37:09.93,44.0,2022-01-19T12:14:54.719,77.0,2022-01-17T20:45:35.695,77.0,2022-01-21T18:39:23.425,43.0
1345,2022-01-24T17:43:01.087,45.0,2022-01-19T21:07:09.855,44.0,2022-01-19T12:32:10.03,77.0,2022-01-17T20:46:21.746,76.0,2022-01-21T18:52:15.439,42.9
1346,2022-01-24T17:50:09.105,44.0,2022-01-19T21:32:09.876,44.0,2022-01-19T12:35:20.756,76.0,2022-01-17T20:48:26.749,76.0,2022-01-21T18:55:29.441,42.9
1347,2022-01-24T18:17:07.758,44.0,2022-01-19T21:57:09.896,44.0,2022-01-19T12:35:37.744,77.0,2022-01-17T20:49:41.739,77.0,2022-01-21T19:02:51.452,43.2
1348,2022-01-24T18:18:15.056,45.0,2022-01-19T22:27:09.821,44.0,2022-01-19T12:37:11.766,76.0,2022-01-17T20:50:01.722,77.0,2022-01-21T19:28:45.442,43.2
1349,2022-01-24T18:19:31.075,44.0,2022-01-19T22:52:09.842,44.0,2022-01-19T12:38:05.757,77.0,2022-01-17T20:50:40.707,76.0,2022-01-21T19:48:49.468,43.4
1350,2022-01-24T18:47:07.782,44.0,2022-01-19T23:17:09.862,44.0,2022-01-19T12:38:25.788,76.0,2022-01-17T20:51:46.679,77.0,2022-01-21T19:57:15.502,43.2
1351,2022-01-24T18:51:14.965,45.0,2022-01-19T23:42:09.883,44.0,2022-01-19T12:39:04.772,77.0,2022-01-17T20:52:19.689,76.0,2022-01-21T20:07:41.453,42.9
1352,2022-01-24T18:57:07.791,45.0,2022-01-20T00:12:09.808,44.0,2022-01-19T12:46:24.771,76.0,2022-01-17T20:55:30.727,77.0,2022-01-21T20:25:17.303,43.2
1353,2022-01-24T19:00:32.853,44.0,2022-01-20T00:37:09.828,44.0,2022-01-19T12:50:17.742,77.0,2022-01-17T20:56:22.722,77.0,2022-01-21T20:37:33.297,43.3
1354,2022-01-24T19:07:07.799,44.0,2022-01-20T01:02:09.849,44.0,2022-01-19T12:50:58.723,77.0,2022-01-17T20:58:43.746,76.0,2022-01-21T20:48:43.162,43.3
1355,2022-01-24T19:08:38.95,45.0,2022-01-20T01:32:09.774,44.0,2022-01-19T12:53:10.762,76.0,2022-01-17T21:00:16.706,77.0,2022-01-21T20:57:21.223,43.0
1356,2022-01-24T19:08:58.949,44.0,2022-01-20T01:57:09.794,44.0,2022-01-19T12:54:53.738,77.0,2022-01-17T21:00:37.689,76.0,2022-01-21T21:12:05.261,43.1
1357,2022-01-24T19:17:07.707,44.0,2022-01-20T02:22:09.815,44.0,2022-01-19T12:55:09.743,76.0,2022-01-17T21:00:59.7,76.0,2022-01-21T21:34:12.262,43.2
1358,2022-01-24T19:22:07.711,44.0,2022-01-20T02:47:09.836,44.0,2022-01-19T13:02:10.055,77.0,2022-01-17T21:01:22.71,77.0,2022-01-21T21:45:49.427,43.1
1359,2022-01-24T19:26:14.909,44.0,2022-01-20T03:17:09.761,44.0,2022-01-19T13:12:10.063,77.0,2022-01-17T21:01:59.698,76.0,2022-01-21T22:02:27.432,43.3
1360,2022-01-24T19:52:07.736,44.0,2022-01-20T03:42:09.781,44.0,2022-01-19T13:13:42.79,76.0,2022-01-17T21:03:17.714,77.0,2022-01-21T22:29:58.68,43.0
1361,2022-01-24T20:17:07.757,44.0,2022-01-20T04:07:09.802,44.0,2022-01-19T13:16:43.781,77.0,2022-01-17T21:03:44.748,76.0,2022-01-21T22:41:11.883,43.2
1362,2022-01-24T20:22:07.761,44.0,2022-01-20T04:37:09.727,44.0,2022-01-19T13:17:22.797,76.0,2022-01-17T21:04:04.632,77.0,2022-01-21T22:55:10.931,43.2
1363,2022-01-24T20:22:38.852,45.0,2022-01-20T05:07:09.551,44.0,2022-01-19T13:17:40.784,77.0,2022-01-17T21:06:11.647,77.0,2022-01-21T22:59:56.848,43.2
1364,2022-01-24T20:27:14.878,44.0,2022-01-20T05:37:09.076,44.0,2022-01-19T13:19:25.803,76.0,2022-01-17T21:06:41.646,76.0,2022-01-21T23:09:56.981,43.1
1365,2022-01-24T20:37:07.773,44.0,2022-01-20T06:02:09.497,44.0,2022-01-19T13:19:46.801,77.0,2022-01-17T21:07:01.63,77.0,2022-01-21T23:31:48.157,42.9
1366,2022-01-24T20:40:10.964,45.0,2022-01-20T06:27:09.817,44.0,2022-01-19T13:20:06.784,76.0,2022-01-17T21:27:10.695,77.0,2022-01-21T23:58:00.125,42.8
1367,2022-01-24T20:44:02.961,44.0,2022-01-20T06:52:09.838,44.0,2022-01-19T13:21:37.795,77.0,2022-01-17T21:31:11.637,76.0,2022-01-22T00:17:17.288,43.0
1368,2022-01-24T20:51:54.004,45.0,2022-01-20T07:17:09.859,44.0,2022-01-19T13:25:40.681,76.0,2022-01-17T21:31:26.644,76.0,2022-01-22T00:23:37.289,42.9
1369,2022-01-24T20:57:07.69,45.0,2022-01-20T07:47:09.783,44.0,2022-01-19T13:26:02.677,77.0,2022-01-17T21:32:52.647,77.0,2022-01-22T00:46:50.372,42.9
1370,2022-01-24T20:58:18.108,44.0,2022-01-20T08:17:09.708,44.0,2022-01-19T13:32:09.98,77.0,2022-01-17T21:33:41.616,76.0,2022-01-22T01:15:37.273,42.8
1371,2022-01-24T21:12:07.702,44.0,2022-01-20T08:42:09.729,44.0,2022-01-19T13:33:10.679,76.0,2022-01-17T21:35:05.637,77.0,2022-01-22T01:29:18.224,42.8
1372,2022-01-24T21:12:31.149,45.0,2022-01-20T09:07:09.749,44.0,2022-01-19T13:34:20.677,77.0,2022-01-17T21:40:33.69,77.0,2022-01-22T01:41:00.023,42.9
1373,2022-01-24T21:14:09.117,44.0,2022-01-20T09:37:09.674,44.0,2022-01-19T13:35:11.689,76.0,2022-01-17T21:41:14.687,77.0,2022-01-22T01:55:57.071,42.9
1374,2022-01-24T21:27:07.714,44.0,2022-01-20T10:02:09.695,44.0,2022-01-19T13:47:09.992,76.0,2022-01-17T22:02:10.723,77.0,2022-01-22T02:05:47.126,42.9
1375,2022-01-24T21:28:30.192,45.0,2022-01-20T10:32:09.42,44.0,2022-01-19T13:47:50.63,77.0,2022-01-17T22:02:44.731,76.0,2022-01-22T02:11:36.099,42.7
1376,2022-01-24T21:30:55.241,44.0,2022-01-20T10:57:09.64,44.0,2022-01-19T13:48:24.607,76.0,2022-01-17T22:05:55.738,76.0,2022-01-22T02:38:47.31,43.0
1377,2022-01-24T21:37:07.723,44.0,2022-01-20T11:22:09.661,44.0,2022-01-19T13:49:13.622,77.0,2022-01-17T22:06:50.728,77.0,2022-01-22T02:48:33.387,42.9
1378,2022-01-24T21:41:24.156,45.0,2022-01-20T11:47:09.681,44.0,2022-01-19T13:49:50.641,76.0,2022-01-17T22:17:10.736,77.0,2022-01-22T03:10:13.259,42.8
1379,2022-01-24T21:44:39.203,44.0,2022-01-20T12:12:09.702,44.0,2022-01-19T13:53:07.638,77.0,2022-01-17T22:20:11.727,76.0,2022-01-22T03:15:39.331,42.8
1380,2022-01-24T21:52:07.735,44.0,2022-01-20T12:42:09.627,44.0,2022-01-19T13:53:34.642,76.0,2022-01-17T22:20:38.747,77.0,2022-01-22T03:30:47.377,42.8
1381,2022-01-24T21:56:27.273,45.0,2022-01-20T13:07:09.647,44.0,2022-01-19T14:17:10.017,76.0,2022-01-17T22:21:10.758,76.0,2022-01-22T03:31:03.383,42.8
1382,2022-01-24T22:02:07.643,44.0,2022-01-20T13:37:09.572,44.0,2022-01-19T14:18:19.64,77.0,2022-01-17T22:24:38.722,77.0,2022-01-22T03:46:23.348,42.9
1383,2022-01-24T22:12:07.652,44.0,2022-01-20T14:02:09.593,44.0,2022-01-19T14:18:46.628,76.0,2022-01-17T22:25:03.713,77.0,2022-01-22T03:52:45.299,42.8
1384,2022-01-24T22:16:38.406,45.0,2022-01-20T14:27:09.614,44.0,2022-01-19T14:19:15.628,77.0,2022-01-17T22:32:10.748,76.0,2022-01-22T04:04:53.237,42.9
1385,2022-01-24T22:22:07.66,45.0,2022-01-20T14:57:09.538,44.0,2022-01-19T14:24:13.667,76.0,2022-01-17T22:34:34.605,77.0,2022-01-22T04:17:47.216,42.8
1386,2022-01-24T22:25:01.413,44.0,2022-01-20T15:22:09.559,44.0,2022-01-19T14:24:44.664,77.0,2022-01-17T22:35:19.611,76.0,2022-01-22T04:25:03.144,42.8
1387,2022-01-24T22:31:33.395,45.0,2022-01-20T15:47:09.58,44.0,2022-01-19T14:26:14.676,76.0,2022-01-17T22:35:46.615,77.0,2022-01-22T04:42:36.13,42.9
1388,2022-01-24T22:33:42.376,44.0,2022-01-20T16:17:09.504,44.0,2022-01-19T14:32:10.029,76.0,2022-01-17T22:37:23.632,76.0,2022-01-22T04:47:41.11,42.9
1389,2022-01-24T23:02:07.693,44.0,2022-01-20T16:42:09.525,44.0,2022-01-19T14:34:13.722,77.0,2022-01-17T22:38:44.642,77.0,2022-01-22T04:54:45.166,42.6
1390,2022-01-24T23:27:07.713,44.0,2022-01-20T17:12:09.35,44.0,2022-01-19T14:34:48.697,77.0,2022-01-17T22:43:56.659,76.0,2022-01-22T05:08:11.173,42.8
1391,2022-01-24T23:37:07.722,44.0,2022-01-20T17:37:09.57,44.0,2022-01-19T14:35:13.704,76.0,2022-01-17T22:44:47.655,77.0,2022-01-22T05:17:42.227,42.8
1392,2022-01-24T23:41:01.551,45.0,2022-01-20T18:07:09.495,44.0,2022-01-19T14:37:06.742,76.0,2022-01-17T22:45:23.66,76.0,2022-01-22T05:23:36.27,42.9
1393,2022-01-24T23:45:02.471,44.0,2022-01-20T18:32:09.516,44.0,2022-01-19T14:47:10.041,77.0,2022-01-17T22:47:34.685,77.0,2022-01-22T05:41:35.27,42.9
1394,2022-01-24T23:50:05.455,45.0,2022-01-20T18:57:09.536,44.0,2022-01-19T15:02:09.954,77.0,2022-01-17T22:51:49.714,76.0,2022-01-22T05:59:15.433,42.7
1395,2022-01-24T23:53:43.465,44.0,2022-01-20T19:27:09.461,44.0,2022-01-19T15:05:56.591,77.0,2022-01-17T22:52:53.674,77.0,2022-01-22T06:22:41.385,42.9
1396,2022-01-25T00:12:07.651,44.0,2022-01-20T19:52:09.482,44.0,2022-01-19T15:09:17.582,77.0,2022-01-17T22:56:04.649,76.0,2022-01-22T06:33:01.408,42.8
1397,2022-01-25T00:15:41.371,45.0,2022-01-20T20:17:09.502,44.0,2022-01-19T15:11:47.56,76.0,2022-01-17T22:56:29.672,77.0,2022-01-22T06:34:41.42,42.8
1398,2022-01-25T00:20:35.4,44.0,2022-01-20T20:47:09.427,44.0,2022-01-19T15:12:33.565,77.0,2022-01-17T22:57:47.656,76.0,2022-01-22T06:38:47.417,42.7
1399,2022-01-25T00:47:07.679,44.0,2022-01-20T21:12:09.448,44.0,2022-01-19T15:14:34.574,77.0,2022-01-17T23:12:10.681,76.0,2022-01-22T06:47:11.407,42.8
1400,2022-01-25T00:49:09.516,45.0,2022-01-20T21:37:09.468,44.0,2022-01-19T15:42:09.987,77.0,2022-01-17T23:13:37.589,77.0,2022-01-22T06:56:39.273,43.0
1401,2022-01-25T00:55:15.555,44.0,2022-01-20T22:02:09.489,44.0,2022-01-19T15:47:09.991,77.0,2022-01-17T23:13:53.579,76.0,2022-01-22T07:26:37.332,42.8
1402,2022-01-25T01:00:38.553,45.0,2022-01-20T22:32:09.414,44.0,2022-01-19T15:47:35.466,76.0,2022-01-17T23:16:14.603,77.0,2022-01-22T07:36:08.293,42.8
1403,2022-01-25T01:07:07.596,44.0,2022-01-20T22:57:09.434,44.0,2022-01-19T15:49:25.462,77.0,2022-01-17T23:27:10.694,77.0,2022-01-22T07:39:23.231,42.8
1404,2022-01-25T01:17:07.604,44.0,2022-01-20T23:22:09.455,44.0,2022-01-19T15:49:49.454,76.0,2022-01-17T23:28:46.603,76.0,2022-01-22T07:46:15.274,43.0
1405,2022-01-25T01:21:32.399,45.0,2022-01-20T23:52:09.38,44.0,2022-01-19T15:50:18.455,77.0,2022-01-17T23:29:15.572,77.0,2022-01-22T07:58:45.214,42.9
1406,2022-01-25T01:24:03.423,44.0,2022-01-21T00:17:09.4,44.0,2022-01-19T16:17:10.016,77.0,2022-01-17T23:37:10.702,77.0,2022-01-22T08:08:42.134,43.0
1407,2022-01-25T01:52:07.633,44.0,2022-01-21T00:47:09.025,44.0,2022-01-19T16:47:09.941,77.0,2022-01-17T23:41:50.426,76.0,2022-01-22T08:16:31.211,43.3
1408,2022-01-25T02:02:07.641,44.0,2022-01-21T01:12:09.146,44.0,2022-01-19T17:12:09.961,77.0,2022-01-17T23:47:10.71,76.0,2022-01-22T08:23:14.191,43.1
1409,2022-01-25T02:05:15.388,45.0,2022-01-21T01:37:09.567,44.0,2022-01-19T17:17:09.965,77.0,2022-01-17T23:51:17.362,77.0,2022-01-22T08:29:43.015,43.1
1410,2022-01-25T02:06:35.416,44.0,2022-01-21T02:07:09.491,44.0,2022-01-19T17:19:44.094,76.0,2022-01-17T23:53:09.339,76.0,2022-01-22T08:39:01.98,43.1
1411,2022-01-25T02:12:07.65,44.0,2022-01-21T02:37:09.416,44.0,2022-01-19T17:24:03.085,77.0,2022-01-18T00:02:10.722,77.0,2022-01-22T08:43:14.934,43.0
1412,2022-01-25T02:14:49.531,45.0,2022-01-21T03:02:09.437,44.0,2022-01-19T17:25:05.064,77.0,2022-01-18T00:32:10.647,77.0,2022-01-22T09:04:25.884,43.2
1413,2022-01-25T02:22:07.558,45.0,2022-01-21T03:32:09.161,44.0,2022-01-19T17:47:09.99,77.0,2022-01-18T00:52:10.664,77.0,2022-01-22T09:13:49.934,42.9
1414,2022-01-25T02:25:41.497,44.0,2022-01-21T03:57:09.182,44.0,2022-01-19T17:47:25.122,76.0,2022-01-18T00:55:47.13,76.0,2022-01-22T09:36:37.916,42.9
1415,2022-01-25T02:52:07.583,44.0,2022-01-21T04:02:08.718,43.0,2022-01-19T17:47:53.109,77.0,2022-01-18T00:59:29.149,77.0,2022-01-22T09:42:29.915,43.3
1416,2022-01-25T02:57:07.587,44.0,2022-01-21T04:04:06.801,44.0,2022-01-19T17:55:17.132,76.0,2022-01-18T01:00:14.14,76.0,2022-01-22T09:51:14.95,42.7
1417,2022-01-25T03:01:14.442,45.0,2022-01-21T04:04:55.77,43.0,2022-01-19T17:55:45.134,77.0,2022-01-18T01:00:43.156,76.0,2022-01-22T10:01:49.849,42.8
1418,2022-01-25T03:04:43.42,44.0,2022-01-21T04:12:09.294,44.0,2022-01-19T17:57:55.16,77.0,2022-01-18T01:07:10.676,76.0,2022-01-22T10:31:46.91,43.1
1419,2022-01-25T03:32:07.616,44.0,2022-01-21T04:37:09.415,44.0,2022-01-19T18:02:19.044,76.0,2022-01-18T01:07:51.221,77.0,2022-01-22T10:55:42.986,42.9
1420,2022-01-25T03:52:07.532,44.0,2022-01-21T05:02:09.436,44.0,2022-01-19T18:03:08.044,76.0,2022-01-18T01:08:36.211,76.0,2022-01-22T11:20:00.98,42.9
1421,2022-01-25T03:56:17.382,45.0,2022-01-21T05:32:09.36,44.0,2022-01-19T18:04:36.028,77.0,2022-01-18T01:14:09.162,77.0,2022-01-22T11:29:42.824,42.8
1422,2022-01-25T04:07:07.545,45.0,2022-01-21T05:47:09.373,44.0,2022-01-19T18:07:09.08,76.0,2022-01-18T01:14:55.12,76.0,2022-01-22T11:44:19.763,42.9
1423,2022-01-25T04:09:22.5,44.0,2022-01-21T05:51:51.016,43.0,2022-01-19T18:07:25.085,77.0,2022-01-18T01:15:35.134,77.0,2022-01-22T11:53:01.818,42.7
1424,2022-01-25T04:37:07.569,44.0,2022-01-21T05:52:24.025,44.0,2022-01-19T18:08:15.083,76.0,2022-01-18T01:15:56.116,76.0,2022-01-22T11:57:01.856,42.9
1425,2022-01-25T05:02:07.09,44.0,2022-01-21T05:52:47.02,43.0,2022-01-19T18:14:19.079,76.0,2022-01-18T01:16:15.133,77.0,2022-01-22T12:09:28.817,42.9
1426,2022-01-25T05:05:35.428,45.0,2022-01-21T05:53:17.034,43.0,2022-01-19T18:14:55.084,77.0,2022-01-18T01:17:45.16,76.0,2022-01-22T12:36:27.616,42.9
1427,2022-01-25T05:10:52.452,44.0,2022-01-21T06:02:09.385,44.0,2022-01-19T18:15:20.091,76.0,2022-01-18T01:27:10.693,77.0,2022-01-22T12:47:13.482,42.8
1428,2022-01-25T05:32:07.215,44.0,2022-01-21T06:32:09.31,44.0,2022-01-19T18:15:36.081,77.0,2022-01-18T01:27:38.117,76.0,2022-01-22T12:47:59.502,42.8
1429,2022-01-25T05:36:24.709,45.0,2022-01-21T06:47:09.322,44.0,2022-01-19T18:42:09.935,77.0,2022-01-18T01:28:17.118,77.0,2022-01-22T13:06:25.294,42.8
1430,2022-01-25T05:38:46.685,44.0,2022-01-21T06:48:51.846,43.0,2022-01-19T19:07:09.956,77.0,2022-01-18T01:28:45.135,77.0,2022-01-22T13:13:55.199,42.8
1431,2022-01-25T05:39:08.665,45.0,2022-01-21T06:50:05.852,44.0,2022-01-19T19:37:09.881,77.0,2022-01-18T01:29:18.145,76.0,2022-01-22T13:27:51.267,43.1
1432,2022-01-25T05:47:07.127,45.0,2022-01-21T07:17:09.347,44.0,2022-01-19T19:40:20.747,76.0,2022-01-18T01:29:51.123,77.0,2022-01-22T13:38:08.295,43.1
1433,2022-01-25T05:47:53.646,44.0,2022-01-21T07:37:09.264,44.0,2022-01-19T19:41:04.755,77.0,2022-01-18T01:30:47.112,76.0,2022-01-22T13:49:53.385,43.1
1434,2022-01-25T05:51:08.678,45.0,2022-01-21T07:40:35.605,43.0,2022-01-19T19:47:01.761,76.0,2022-01-18T01:31:59.122,76.0,2022-01-22T13:54:55.448,43.2
1435,2022-01-25T05:51:29.66,45.0,2022-01-21T07:47:09.272,43.0,2022-01-19T19:52:09.893,77.0,2022-01-18T01:33:05.11,76.0,2022-01-22T14:01:31.408,43.4
1436,2022-01-25T05:52:26.862,45.0,2022-01-21T07:57:09.28,44.0,2022-01-19T19:54:42.773,76.0,2022-01-18T01:33:54.078,77.0,2022-01-22T14:22:03.258,43.3
1437,2022-01-25T05:54:06.859,44.0,2022-01-21T07:58:05.565,43.0,2022-01-19T19:55:19.777,76.0,2022-01-18T01:34:13.063,76.0,2022-01-22T14:26:44.277,43.2
1438,2022-01-25T06:02:07.439,44.0,2022-01-21T08:03:43.618,44.0,2022-01-19T19:56:36.794,77.0,2022-01-18T01:34:39.069,77.0,2022-01-22T14:31:14.282,43.0
1439,2022-01-25T06:27:07.56,44.0,2022-01-21T08:14:10.614,43.0,2022-01-19T19:57:59.786,76.0,2022-01-18T01:35:07.071,76.0,2022-01-22T14:38:43.36,43.1
1440,2022-01-25T06:32:07.664,44.0,2022-01-21T08:16:28.627,44.0,2022-01-19T19:58:22.781,77.0,2022-01-18T01:42:10.705,77.0,2022-01-22T14:45:43.391,43.1
1441,2022-01-25T06:33:25.134,45.0,2022-01-21T08:42:09.217,44.0,2022-01-19T19:58:43.794,76.0,2022-01-18T01:44:20.912,76.0,2022-01-22T15:05:57.276,43.0
1442,2022-01-25T06:35:35.16,44.0,2022-01-21T08:57:09.23,44.0,2022-01-19T20:02:35.813,77.0,2022-01-18T01:44:41.925,77.0,2022-01-22T15:11:09.229,43.0
1443,2022-01-25T06:57:07.785,44.0,2022-01-21T08:59:15.45,43.0,2022-01-19T20:03:25.796,76.0,2022-01-18T01:50:56.95,76.0,2022-01-22T15:31:38.293,42.9
1444,2022-01-25T06:58:51.307,45.0,2022-01-21T09:07:09.238,43.0,2022-01-19T20:12:09.91,76.0,2022-01-18T02:17:10.634,76.0,2022-01-22T15:43:29.389,42.9
1445,2022-01-25T07:03:31.28,44.0,2022-01-21T09:10:57.31,44.0,2022-01-19T20:16:35.672,77.0,2022-01-18T02:22:10.638,76.0,2022-01-22T16:10:38.416,42.8
1446,2022-01-25T07:32:07.714,44.0,2022-01-21T09:17:09.246,44.0,2022-01-19T20:17:57.681,76.0,2022-01-18T02:24:17.887,77.0,2022-01-22T16:33:05.306,43.0
1447,2022-01-25T08:02:07.639,44.0,2022-01-21T09:17:48.199,43.0,2022-01-19T20:18:20.66,77.0,2022-01-18T02:24:49.867,76.0,2022-01-22T16:37:00.336,43.2
1448,2022-01-25T08:17:07.651,44.0,2022-01-21T09:32:09.259,43.0,2022-01-19T20:27:09.922,76.0,2022-01-18T02:25:23.86,77.0,2022-01-22T17:06:39.145,43.0
1449,2022-01-25T08:20:41.636,45.0,2022-01-21T09:32:41.254,44.0,2022-01-19T20:42:09.934,76.0,2022-01-18T02:32:10.646,76.0,2022-01-22T17:14:47.014,42.9
1450,2022-01-25T08:23:23.449,44.0,2022-01-21T09:35:19.251,43.0,2022-01-19T20:46:32.623,77.0,2022-01-18T02:57:10.667,76.0,2022-01-22T17:16:13.001,42.9
1451,2022-01-25T08:42:07.572,44.0,2022-01-21T09:37:09.232,44.0,2022-01-19T20:47:40.624,76.0,2022-01-18T03:27:10.592,76.0,2022-01-22T17:24:06.01,42.8
1452,2022-01-25T08:46:57.482,45.0,2022-01-21T09:40:25.23,43.0,2022-01-19T20:48:11.621,77.0,2022-01-18T03:47:10.608,76.0,2022-01-22T17:50:02.908,43.0
1453,2022-01-25T08:47:23.503,45.0,2022-01-21T09:47:09.271,43.0,2022-01-19T20:51:37.604,77.0,2022-01-18T03:50:31.708,77.0,2022-01-22T17:55:36.905,42.9
1454,2022-01-25T08:48:56.511,44.0,2022-01-21T09:51:45.235,44.0,2022-01-19T20:53:03.607,76.0,2022-01-18T03:54:29.718,76.0,2022-01-22T17:57:59.91,43.0
1455,2022-01-25T08:57:07.584,44.0,2022-01-21T10:12:09.192,44.0,2022-01-19T20:53:34.604,76.0,2022-01-18T03:56:46.717,77.0,2022-01-22T18:17:34.904,43.2
1456,2022-01-25T09:27:07.509,44.0,2022-01-21T10:15:01.151,43.0,2022-01-19T20:54:17.482,77.0,2022-01-18T04:02:10.621,76.0,2022-01-22T18:39:12.982,42.9
1457,2022-01-25T09:42:07.521,44.0,2022-01-21T10:37:09.212,43.0,2022-01-19T21:22:09.867,77.0,2022-01-18T04:27:10.641,76.0,2022-01-22T18:56:04.794,42.9
1458,2022-01-25T09:43:20.841,45.0,2022-01-21T10:38:03.188,44.0,2022-01-19T21:47:09.888,77.0,2022-01-18T04:57:10.566,76.0,2022-01-22T19:24:15.884,43.1
1459,2022-01-25T09:45:17.841,44.0,2022-01-21T10:39:03.186,43.0,2022-01-19T22:12:09.909,77.0,2022-01-18T05:22:10.587,76.0,2022-01-22T19:39:36.972,42.9
1460,2022-01-25T09:45:36.827,44.0,2022-01-21T10:52:09.225,43.0,2022-01-19T22:17:09.913,77.0,2022-01-18T05:47:10.607,76.0,2022-01-22T19:41:02.959,42.9
1461,2022-01-25T09:45:56.841,45.0,2022-01-21T10:54:01.139,44.0,2022-01-19T22:20:27.3,76.0,2022-01-18T06:17:10.532,76.0,2022-01-22T20:06:49.967,42.8
1462,2022-01-25T09:52:07.429,45.0,2022-01-21T10:59:06.167,43.0,2022-01-19T22:27:09.821,76.0,2022-01-18T06:42:10.553,76.0,2022-01-22T20:31:59.622,42.8
1463,2022-01-25T10:02:07.438,45.0,2022-01-21T11:27:09.254,43.0,2022-01-19T22:30:25.118,77.0,2022-01-18T07:07:10.573,76.0,2022-01-22T21:00:01.486,43.0
1464,2022-01-25T10:03:47.746,44.0,2022-01-21T11:47:09.17,43.0,2022-01-19T22:30:54.103,77.0,2022-01-18T07:32:10.594,76.0,2022-01-22T21:13:07.662,43.2
1465,2022-01-25T10:12:07.446,44.0,2022-01-21T11:50:47.056,44.0,2022-01-19T22:31:23.134,76.0,2022-01-18T08:02:10.519,76.0,2022-01-22T21:17:41.623,43.0
1466,2022-01-25T10:12:24.746,45.0,2022-01-21T11:55:36.998,43.0,2022-01-19T22:32:03.148,77.0,2022-01-18T08:22:10.535,76.0,2022-01-22T21:22:09.616,43.0
